i,score,my,my_sen,else,else_sen,nice,nice_sen,honest,honest_sen
150,4,3,0.6369,2,-0.4404,3,0.6597,2,-0.9106
151,4,3,0.85,3,-0.8726,4,0.91,3,0.9054
152,2,3,0.932,2,-0.2867,3,0.9784,2,0.5859
153,3,3,0.5203,2,-0.8576,2,0.9146,2,0.4007
154,2,4,0.9605,3,-0.8126,3,0.6697,3,0.1491
155,2,3,-0.2624,2,0.6929,3,0.9817,3,0.5647
156,3,3,0.9318,3,0.5267,3,0.9797,2,-0.775
157,4,3,0.8597,3,0.5558,4,0.8573,3,0.9299
158,3,3,0.9813,3,-0.5272,3,0.7964,3,0.6369
159,2,3,0.9676,2,-0.7235,3,0.983,3,-0.8465
160,3,3,-0.7105,2,0.6987,3,0.9798,2,0.009
161,4,4,0.8956,3,0.7645,4,0.8225,3,0.5789
162,2,3,0.128,2,-0.5859,3,0.9849,2,0.8573
163,2,3,0.6284,3,0.8519,3,0.9657,3,-0.2803
164,4,3,0.7351,3,-0.9067,3,0.9747,3,0.6697
165,2,3,0.5719,3,-0.8606,3,0.9872,3,0.7473
166,4,3,0.4215,3,-0.8275,3,0.9319,2,-0.9384
167,1,2,0.1496,2,0.9416,2,0.9742,2,-0.2937
168,2,2,-0.8573,2,0.672,2,0.882,2,0.8485
169,2,3,0.9599,3,-0.3775,3,0.9417,3,0.5136
170,3,3,-0.0534,3,0.7178,3,0.7812,3,0.4759
171,2,3,0.9186,2,-0.4215,3,0.8834,2,-0.5106
172,4,3,0.8689,3,0.4767,3,0.8126,2,0.9717
173,3,3,0.9633,2,-0.7476,3,0.9246,2,-0.9144
174,5,3,0.8591,3,0.8248,4,0.9741,3,0.6478
175,2,3,0.9814,2,-0.5023,3,0.9294,2,-0.1801
176,3,3,0.9036,3,-0.736,3,0.9274,3,0.8746
177,2,3,0.0,2,-0.9137,3,0.8608,3,0.1285
178,4,3,0.8873,3,0.7579,3,0.8625,2,0.7506
179,2,2,0.8862,2,-0.5991,2,0.8993,2,-0.6555
180,4,3,-0.0997,3,0.2177,3,0.9887,3,-0.9157
181,2,2,0.5158,2,-0.7783,3,0.9696,2,0.899
182,4,4,0.872,3,0.8476,4,0.9274,3,0.1523
183,2,3,0.7152,2,-0.5921,3,0.8957,2,-0.872
184,5,3,0.0415,3,-0.0258,3,0.9389,3,0.5267
185,3,3,0.9751,3,0.0516,4,0.9545,3,0.8481
186,3,3,0.296,2,-0.9383,3,0.9393,2,0.5999
187,5,3,0.9577,3,0.8834,3,0.9381,3,0.8376
188,3,3,0.9039,3,-0.1901,3,0.9644,3,0.902
189,3,3,0.2023,3,0.1036,4,0.891,3,0.295
190,2,2,0.5574,2,-0.9042,3,0.9319,2,0.9519
191,2,2,0.0101,2,-0.7469,3,0.9423,2,-0.9062
192,2,3,0.9671,2,-0.9054,3,0.9449,3,-0.6705
193,4,3,0.2944,3,0.7227,4,0.9571,3,0.8827
194,5,4,0.765,4,0.6897,4,0.802,3,0.9587
195,2,2,0.624,2,-0.4782,2,0.3173,2,-0.8417
196,3,3,0.469,3,0.4841,4,0.8674,3,0.8897
197,5,3,0.8591,3,0.9032,3,0.9512,3,0.5339
198,3,3,0.5574,3,-0.9236,3,0.9657,2,-0.2617
199,1,2,0.6292,2,-0.6112,3,0.9757,2,0.6478
200,4,3,0.4588,3,-0.5023,3,0.872,3,0.4767
201,3,3,-0.5781,2,0.1508,3,0.7657,2,-0.848
202,4,3,0.8583,3,0.5106,4,0.8979,3,0.9562
203,3,4,0.8739,3,-0.6427,4,0.9142,3,0.954
204,2,3,0.1901,2,-0.8577,3,0.963,3,0.8658
205,3,3,0.6808,4,0.8422,4,0.836,3,0.4588
206,3,3,0.9841,3,-0.6663,6,0.9492,2,-0.9084
207,2,3,0.9423,2,-0.769,3,0.9442,2,0.6409
208,2,3,0.7256,2,-0.9313,3,0.9712,2,0.4565
209,2,3,-0.1406,2,-0.8131,3,0.807,2,0.743
210,3,3,0.946,3,-0.1832,3,0.8847,2,0.947
211,4,3,0.9776,3,0.128,3,0.9741,2,0.8074
212,5,4,0.7311,4,0.7762,4,0.836,3,0.7178
213,3,3,0.915,3,0.9186,3,0.8768,2,-0.8316
214,4,3,0.952,3,-0.7375,3,0.9403,3,0.9128
215,3,2,0.9425,2,-0.0023,3,0.8555,2,-0.8249
216,1,2,0.8718,2,-0.2263,3,0.8784,3,0.5414
217,2,3,-0.0196,3,0.8126,3,0.9693,2,-0.7093
218,3,3,0.8481,3,-0.5853,4,0.9118,3,0.9402
219,2,4,0.5647,4,0.6808,3,0.9843,3,0.9287
220,3,3,0.1779,3,-0.0772,3,0.8316,2,-0.0807
221,4,3,0.9484,3,-0.9662,3,0.8176,3,0.4588
222,2,2,0.802,2,0.0772,3,0.9485,2,-0.9001
223,3,3,0.4235,3,-0.0164,4,0.9231,3,0.902
224,5,3,0.8873,3,-0.5267,4,0.9595,3,0.501
225,1,2,0.4203,2,-0.5296,3,0.9082,2,0.6478
226,3,4,0.8537,3,0.6055,4,0.8979,3,0.4582
227,3,3,0.5574,3,-0.8833,3,0.9595,2,0.8476
228,3,2,-0.5572,2,-0.8271,3,0.9862,2,0.8225
229,2,3,-0.5106,2,-0.8935,2,0.4497,2,-0.7943
230,2,3,-0.4745,2,0.4215,3,0.8422,2,0.8437
231,4,3,-0.0338,3,-0.2732,3,0.9659,3,0.8207
232,5,3,0.6482,3,0.3182,4,0.9571,3,0.8316
233,3,3,0.6956,3,0.2732,3,0.6597,3,0.8807
234,2,3,0.5602,2,0.3839,3,0.8439,2,-0.7657
235,3,3,0.0772,2,-0.769,3,0.9774,2,0.9745
236,6,4,0.765,5,0.7783,4,0.7003,4,0.7964
237,5,3,0.7783,3,0.913,4,0.9552,3,0.9406
238,4,3,-0.5859,3,-0.8419,3,0.8621,3,-0.8911
239,2,3,0.9584,3,-0.5023,3,0.9277,2,-0.9174
240,2,3,-0.3634,3,-0.6532,3,0.7992,2,-0.7469
241,3,3,0.7003,3,-0.8058,4,0.7506,3,0.7839
242,3,3,0.5023,2,-0.8812,3,0.8316,3,0.6901
243,3,2,-0.1188,2,-0.5282,3,0.9238,2,-0.7427
244,3,3,-0.7721,3,0.424,3,0.9624,2,-0.6486
245,5,3,0.7227,3,-0.0018,4,0.9173,3,-0.9325
246,2,3,0.7575,2,-0.3937,3,0.978,2,0.5643
247,1,2,0.2263,2,-0.5106,2,0.9649,2,-0.1531
248,3,4,0.9285,4,0.4767,4,0.8402,3,0.631
249,3,3,0.3804,3,-0.5994,3,0.9382,3,0.7082
250,2,3,0.3818,2,-0.7096,3,0.9523,2,0.8542
251,2,3,-0.5863,2,-0.6817,2,0.9354,2,-0.1027
252,3,3,0.8481,4,0.7845,4,0.836,3,0.9274
253,3,2,0.6802,2,-0.3837,3,0.9392,2,-0.7003
254,2,3,0.8438,3,-0.7476,3,0.8271,2,-0.8047
255,4,4,0.1756,3,0.816,4,0.9501,3,0.0
256,5,4,0.8119,3,0.0873,4,0.8271,3,0.5267
257,2,3,0.6124,3,0.7964,3,0.9878,2,0.2617
258,2,3,0.936,3,0.128,3,0.7184,3,0.9239
259,3,3,0.5023,3,-0.5719,3,0.4767,3,-0.1027
260,3,3,-0.214,3,-0.9189,3,0.6585,2,-0.8908
261,2,3,0.8085,2,-0.7351,3,0.9314,2,0.9682
262,3,2,-0.8381,2,-0.8836,3,-0.4159,2,-0.3182
263,1,3,0.5947,2,-0.8544,3,0.7032,2,-0.5323
264,4,3,0.9294,3,-0.6497,3,0.9382,3,0.9527
265,4,4,0.85,4,0.9531,4,0.9509,3,0.9872
266,3,3,0.5574,3,0.8162,4,0.9287,3,0.9091
267,2,3,0.9652,3,-0.7311,3,0.9142,3,0.9607
268,3,3,0.5023,2,-0.6071,3,0.9908,2,0.7717
269,3,2,0.8018,2,-0.7795,3,0.9877,2,-0.9042
270,2,2,-0.7835,2,-0.4238,2,0.5767,2,-0.3818
271,4,4,0.9532,3,0.9595,4,0.9547,3,0.8016
272,5,4,0.9487,3,0.8929,4,0.9022,3,0.6388
273,4,4,0.9645,3,0.5006,4,0.875,3,0.7992
274,4,3,0.9786,2,-0.872,3,0.4302,2,-0.9429
275,4,4,0.9136,4,0.8943,4,0.9606,3,0.6978
276,5,4,0.9581,3,-0.3746,3,0.9201,3,-0.0644
277,3,3,0.9468,2,-0.8381,3,0.916,2,0.9587
278,2,2,0.6652,2,-0.6946,3,0.753,2,0.0516
279,1,3,0.358,2,0.8271,3,0.9634,2,0.1867
280,3,3,0.8338,2,-0.7788,3,0.7615,3,-0.7914
281,4,4,0.9601,4,0.8624,4,0.8834,3,0.6908
282,2,3,0.9839,2,-0.8342,3,0.4404,3,0.9942
283,3,3,-0.5187,3,0.0258,3,0.2263,3,0.988
284,3,3,0.9246,3,-0.5216,3,0.7527,2,-0.6778
285,4,4,0.968,4,0.923,4,0.5267,3,0.6486
286,3,3,0.8537,3,-0.3336,4,0.9168,3,0.7347
287,2,2,0.0626,2,-0.4767,3,0.979,2,-0.8519
288,4,3,0.9354,3,-0.2289,3,0.8271,2,-0.7876
289,4,4,0.9542,3,0.8384,4,0.9217,3,-0.3456
290,3,3,0.5256,3,-0.3937,3,0.9881,3,-0.6244
291,1,3,0.962,2,-0.7601,3,0.9418,2,0.4215
292,3,3,0.8895,3,-0.0285,3,0.9647,3,0.9672
293,3,3,0.6486,3,-0.0414,3,0.872,3,-0.5324
294,3,2,0.3172,3,-0.7274,3,0.8732,2,-0.9432
295,5,3,0.6597,3,-0.1531,3,0.9577,3,0.4209
296,3,3,0.705,2,0.4579,3,0.9571,3,0.5423
297,4,3,-0.5078,2,-0.9605,3,0.7311,3,0.9299
298,4,3,0.5106,3,-0.5106,3,0.9337,3,0.8271
299,3,3,0.7458,3,0.7964,3,0.974,3,-0.1757
300,2,3,0.0,2,-0.9161,3,0.971,2,-0.8381
301,2,3,-0.2641,2,0.1012,3,0.9585,2,0.5719
302,2,3,0.752,2,-0.7351,3,0.157,3,0.2732
303,3,3,0.34,3,-0.9482,4,0.8207,3,0.9743
304,3,3,0.9777,3,-0.72,3,0.9476,3,0.8705
305,2,2,-0.3944,2,-0.8381,3,0.9857,2,-0.6286
306,2,3,-0.6686,2,-0.8608,3,0.9762,2,0.8031
307,1,3,0.0364,2,0.7232,3,0.9343,2,0.5346
308,1,2,-0.3964,2,-0.6041,2,0.9796,2,0.4255
309,3,3,0.8885,2,0.7896,3,0.6597,3,0.9589
310,4,3,0.4381,2,-0.7902,3,0.5302,2,-0.0553
311,3,2,0.1894,2,-0.7235,3,0.5187,2,0.4939
312,3,3,0.6486,3,-0.8465,3,0.9052,3,0.6187
313,3,3,0.7615,2,-0.8959,3,0.9496,3,0.2382
314,2,3,0.6994,2,0.6687,3,0.9349,2,-0.7623
315,4,3,0.9791,3,0.3264,4,0.9451,3,0.9281
316,3,3,-0.0799,3,-0.7254,3,0.7639,3,0.418
317,2,2,-0.7272,2,-0.7939,3,0.9764,2,-0.0903
318,5,4,0.9153,4,0.9482,4,0.8074,3,0.8558
319,3,3,0.599,3,-0.2389,3,0.9313,3,0.843
320,3,3,0.9514,3,0.34,3,0.8632,2,-0.5789
321,3,4,0.9432,3,0.9583,3,0.9348,3,0.4767
322,5,4,0.9153,3,-0.9164,3,0.8418,3,0.9329
323,3,2,0.6858,2,-0.4232,3,0.9527,2,0.8074
324,2,3,0.5346,2,-0.8444,3,0.959,3,-0.2617
325,2,3,0.2023,2,-0.9482,3,0.7979,3,0.2025
326,3,3,0.965,2,-0.8205,3,0.8502,3,-0.0266
327,3,3,0.9239,3,0.6003,3,0.9738,3,0.8494
328,3,3,0.9733,3,0.59,3,0.7351,3,0.5499
329,3,2,-0.2144,3,-0.7704,3,0.8744,2,-0.0985
330,3,3,0.8618,3,-0.5513,3,0.9618,3,0.9359
331,3,3,0.3159,3,0.7776,3,0.9623,3,0.8934
332,3,2,0.9116,2,-0.3804,3,0.38,2,0.3995
333,5,3,0.6428,3,0.9215,4,0.9169,3,0.91
334,3,3,0.7137,3,-0.8927,3,0.9356,3,-0.7315
335,1,1,-0.8745,2,0.5809,2,-0.8245,1,-0.5682
336,2,2,0.5706,2,-0.8959,3,0.9266,2,-0.5074
337,4,4,0.3612,4,-0.3818,4,0.9062,3,0.8357
338,2,3,0.9106,2,0.7096,3,0.9796,2,-0.25
339,1,2,-0.7153,2,-0.1043,2,0.7676,2,-0.5358
340,3,3,0.7469,3,-0.438,3,0.8807,2,-0.5176
341,2,3,0.0258,2,0.1154,3,0.8979,2,0.9246
342,2,3,0.8499,2,-0.936,3,0.9432,3,0.2499
343,2,2,0.1101,2,0.3272,3,0.7543,2,-0.9619
344,1,3,0.3612,2,-0.7359,2,-0.1644,2,0.4588
345,3,3,0.7269,3,0.8271,3,0.9709,3,0.875
346,3,3,0.7819,3,0.6617,3,0.5994,3,0.9081
347,2,3,0.6573,3,-0.9211,3,0.9741,3,0.429
348,2,3,0.936,3,0.8302,3,0.9612,3,-0.6962
349,3,3,0.8674,3,0.2255,3,0.9286,3,0.9489
350,2,3,0.5329,2,-0.6956,3,0.891,2,0.1152
351,3,3,0.5267,3,-0.3774,3,0.946,3,0.5927
352,3,3,0.5346,3,0.2716,3,0.8625,3,0.7666
353,1,2,-0.2491,2,-0.7381,2,0.9149,2,-0.6919
354,3,3,-0.9274,2,-0.7586,3,0.9422,2,-0.5859
355,4,4,0.8553,3,0.862,3,0.9403,3,0.854
356,3,4,0.958,3,0.5691,3,0.9241,3,0.9725
357,2,2,0.7016,2,-0.4226,2,0.965,2,0.0757
358,3,3,0.928,3,-0.7976,3,0.7543,3,0.7717
359,6,3,0.8979,3,0.6361,4,0.9403,3,0.8519
360,4,3,0.8945,3,0.7391,3,0.9176,3,0.2023
361,4,3,0.7774,2,-0.2469,3,0.9855,3,0.3169
362,4,3,0.7624,3,-0.9367,3,0.8658,3,0.796
363,2,3,0.9136,3,0.1154,3,0.9525,2,0.6652
364,3,4,0.9042,3,-0.4789,4,0.9607,3,0.9871
365,3,3,0.5859,3,-0.9383,3,0.9175,2,0.1381
366,4,2,0.3015,2,-0.8359,2,0.4731,2,-0.8709
367,5,4,0.7579,4,0.9216,4,0.9423,3,0.9354
368,2,3,0.9866,2,-0.4497,3,0.9857,3,-0.5038
369,2,3,0.8662,2,-0.9254,3,0.7992,3,0.7389
370,3,3,0.9781,3,0.6115,4,0.836,2,-0.431
371,2,3,0.6375,2,-0.754,3,0.9773,2,0.765
372,6,4,0.8881,4,0.5267,5,0.1779,3,0.7269
373,2,3,0.9709,2,-0.4958,3,0.9828,2,0.8068
374,2,2,0.0754,2,-0.9472,3,0.9169,2,-0.0618
375,2,2,-0.5282,2,-0.7839,2,0.5332,2,0.0516
376,4,3,0.9633,3,0.8049,3,0.9821,3,0.8284
377,4,3,0.0697,3,0.9259,3,0.9532,3,0.8735
378,3,3,0.968,3,-0.8141,3,-0.378,3,-0.4135
379,5,3,0.9509,3,-0.9053,3,0.631,3,0.9408
380,4,3,0.9208,2,-0.7845,3,0.9505,2,0.9635
381,2,3,0.9001,2,0.3985,3,0.96,2,0.9239
382,2,2,-0.7235,2,-0.8361,3,0.8215,2,-0.6711
383,2,3,0.8969,2,-0.9313,3,0.8122,2,0.7311
384,1,2,0.9003,2,-0.9161,2,0.9622,2,0.1436
385,2,3,0.0129,3,-0.1779,3,0.5647,2,0.4588
386,4,4,0.8519,4,0.6697,4,0.8689,3,0.0763
387,3,3,0.9543,3,0.7783,3,0.8957,3,0.8777
388,3,3,-0.1901,2,-0.8405,3,0.8614,2,0.8416
389,2,3,-0.6661,2,-0.4077,3,0.9563,2,0.9278
390,3,3,0.9167,3,-0.8924,3,0.8549,2,0.4833
391,3,3,0.6124,3,0.8376,3,0.9701,3,0.945
392,3,3,0.9825,3,-0.8885,3,0.8425,3,0.8338
393,4,4,0.9504,3,0.7776,4,0.9081,3,0.8442
394,2,3,0.9612,3,0.6705,3,0.9821,2,0.8531
395,3,2,0.3182,2,-0.929,3,0.9576,2,-0.929
396,4,3,0.8931,3,-0.6333,3,0.6542,3,0.8885
397,3,2,0.8267,3,-0.8873,3,0.7964,2,-0.9174
398,3,2,-0.8273,2,-0.8628,3,0.7904,2,-0.7579
399,3,3,-0.1027,2,0.0,3,0.979,2,0.8327
400,3,3,0.9923,2,0.8852,3,0.9875,2,0.6621
401,4,3,-0.0609,2,-0.7906,3,0.905,2,-0.7964
402,2,3,-0.0644,3,0.5785,3,0.9318,2,-0.9477
403,2,2,-0.7311,2,-0.7235,3,0.9287,2,0.953
404,5,3,0.5509,3,0.128,4,0.9403,3,0.6597
405,3,3,0.9387,3,0.6021,3,0.9595,3,0.6607
406,2,3,0.9623,3,-0.8126,3,0.9753,3,0.8377
407,1,2,0.3013,2,-0.8174,2,-0.2603,2,0.8901
408,4,3,0.7814,3,0.886,3,0.9019,3,0.1171
409,4,3,0.0772,2,-0.9209,3,0.957,3,0.6908
410,2,3,0.0938,2,-0.9367,3,0.7553,2,-0.3036
411,4,3,0.9741,3,0.4404,4,0.9022,3,0.8779
412,5,4,0.9851,3,0.659,4,0.9081,3,0.6705
413,4,4,0.8705,3,0.7269,3,0.98,3,0.9174
414,1,2,-0.3724,2,0.2741,2,0.9456,2,-0.5583
415,2,3,-0.8852,2,-0.889,3,0.991,3,-0.5351
416,3,3,0.9633,3,0.882,3,0.8718,3,-0.8288
417,1,2,0.8279,2,0.4139,2,0.9186,2,-0.502
418,3,3,0.9246,3,0.5023,3,0.9655,3,0.6538
419,3,2,-0.7788,2,-0.1553,3,0.91,2,-0.7733
420,3,3,0.3806,3,0.5927,3,0.9764,2,0.6908
421,3,3,0.089,3,0.3306,3,0.8885,3,0.0067
422,2,2,0.486,2,-0.2686,3,0.9924,3,0.1894
423,4,3,0.743,3,-0.0799,4,0.9704,3,0.8399
424,2,3,0.5114,3,0.0217,3,0.9264,2,0.1894
